,places/Abandoned_mine_shaft.txt,places/Biome.txt,places/biomes.txt,places/Cavern.txt,places/Desert_temple.txt,places/Dungeon.txt,places/dungeons.txt,places/Generated_Structures.txt,places/huge-mushroom.txt,places/Huge_mushroom.txt,places/Huge_Mushrooms.txt,places/Jungle_temple.txt,places/Moss_Stone_Boulder.txt,places/Nether_fortress.txt,places/Nether_Portal.txt,places/Obsidian_pillar.txt,places/Ocean_monument.txt,places/Ocean_monument_structure.txt,places/Stronghold.txt,places/The_End.txt,places/The_Nether.txt,places/The_Overworld.txt,places/The_Void.txt,places/Tree.txt,places/Village.txt,places/Village_structures.txt
form,0.0,0.0008069233766704834,0.00333644852255088,0.00050854525352894,0.0,0.0017503716680806701,0.0,0.002159337011090172,0.0023028145533553,0.002586370076716214,0.0,0.0,0.0,0.0010582399703205272,0.00033196704049805805,0.0,0.0,0.0012117957702096945,0.0,0.0,0.0017386634963878227,0.0,0.0,0.0019292366854551162,0.0,0.0
specif,0.0,0.0012350081032424477,0.0038298626739540166,0.0007783359946333549,0.0,0.0,0.0016973951370964201,0.0015253371109780914,0.003524491563738414,0.0,0.0,0.0,0.0,0.0,0.0005080804409412177,0.0,0.0,0.0,0.0,0.0,0.0,0.0016122674174548063,0.0,0.0,0.0,0.0
fern,0.0,0.005027902792440913,0.0025986573397754177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doubl,0.0,0.0017070280195499732,0.0,0.0,0.0,0.01481148554336795,0.0,0.001756933942958815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016131320888816577,0.0,0.0,0.0,0.0,0.0,0.0035633950638965413,0.0
modifi,0.0,0.008957913937583946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spruce,0.0,0.0065371438075724955,0.0,0.0,0.0,0.0,0.0,0.0013456521760615322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031258724226587216,0.0,0.0
birch,0.0,0.0019192766304858924,0.0019839453978187506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012167222329058166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023599089670435683,0.0,0.0
fix,0.0,0.0025139513962204566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032818909564640915,0.0,0.0,0.0,0.0
border,0.0,0.0013721245591870152,0.0014183573963196705,0.0,0.0,0.0,0.0,0.0019771351484283543,0.011747391990116074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005373806974202034,0.0,0.0009373001958979293,0.0014321445885074678,0.0
among,0.0,0.0025139513962204566,0.0,0.0,0.0,0.0,0.0,0.0010349792711973986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0.0,0.0015275743759792417,0.0,0.0,0.0,0.00331360199233881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004433062124885705,0.002294032148542253,0.0,0.0,0.0010971458101723818,0.0,0.0,0.0005217440910402261,0.0,0.0
neighbor,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
averag,0.0,0.004358095871714997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006984336480976087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020591883134230926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
final,0.0,0.005027902792440913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017172836972989044,0.0,0.0
exact,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0004485507253538441,0.0,0.0,0.0,0.0,0.0,0.0,0.0008964569812747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
project,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
special,0.0,0.0019192766304858924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002517036069599056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002505560221257419,0.0,0.0006555302686232134,0.0,0.0
affect,0.0,0.0015275743759792417,0.0,0.0,0.0,0.0,0.0,0.0003144467742550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0012568835143354105,0.0,0.0,0.0,0.0,0.0016280228150945021,0.0,0.0019942042385504084,0.0032560456301890042,0.0,0.0,0.0
altitud,0.0,0.0025139513962204566,0.0,0.001584361151396458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perlin,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nois,0.0,0.0017070280195499732,0.0,0.001075815897867518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018192767602896115,0.0024520686769120854,0.0022284757884398587,0.0,0.0,0.0,0.0
function,0.0,0.0015275743759792417,0.0,0.0,0.0,0.0,0.0,0.0003144467742550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0006284417571677053,0.0,0.0,0.0,0.0,0.0032560456301890042,0.0021942916203447635,0.0,0.0,0.0,0.0015943941542723799,0.0
gradual,0.0,0.0025139513962204566,0.0051973146795508355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lush,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4c763c,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
set,0.0,0.001112353253815409,0.0,0.0,0.0038373953615559687,0.0,0.0,0.0004579494105091955,0.0031744566279981274,0.0,0.0,0.0,0.0,0.0,0.0018304816954548588,0.0,0.0032280792061737716,0.0,0.00105116770630081,0.001185498070753643,0.0,0.0,0.0,0.0,0.0011610102612727052,0.0
sickli,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6a7039,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
addit,0.0,0.003337059761446227,0.0,0.0007010355429401588,0.0,0.0,0.0,0.0004579494105091955,0.0,0.0,0.0,0.0,0.0,0.0029175921985570576,0.0,0.0,0.0,0.00167047455424377,0.00315350311890243,0.0,0.0,0.0014521450532331858,0.0,0.0011397750835317334,0.0011610102612727052,0.0
alway,0.0,0.0004280847265719643,0.0,0.0005395814822088295,0.004430419037654426,0.0018571958592187745,0.001765078944601523,0.0005287200289364735,0.001221677010383114,0.0013721073885273034,0.0,0.0,0.010815434709568156,0.0,0.0007044536017726385,0.0,0.0012423134463693153,0.0006428754897295758,0.00040453771190903997,0.0004562342185177634,0.0,0.0,0.0009124684370355268,0.0011697010898618445,0.0008936203648245864,0.0
greenish,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ting,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe0ffa,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lock,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0005652011825165318,0.0005842452656819505,0.0007124105880876022,0.001949830585468678,0.0,0.0,0.00023269006267994288,0.0,0.0,0.0017915417556520325,0.0,0.0,0.0022236999196108436,0.00395288930473607,0.0,0.003280458214741222,0.0008487898877302462,0.0,0.001807101051296653,0.0024356579387041846,0.00147570764675289,0.0024094680683955376,0.0005791345715089871,0.0,0.0
0x28340a,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hardwir,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tan,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x90814d,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9e814d,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respect,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0017942029014153763,0.0,0.0,0.006907019102957901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaffect,0.0,0.0025139513962204566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026792608552771366,0.0,0.0,0.0,0.0,0.0,0.0
mountain,0.0,0.004116373677561046,0.004255072188959012,0.0017295010951454825,0.0,0.0,0.0,0.003954270296856709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001791268991400678,0.0,0.0009373001958979293,0.0014321445885074678,0.0
name,0.0,0.0038385532609717847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004090964331482336,0.001378477111695135,0.0,0.0,0.0006555302686232134,0.0,0.0
end,0.0,0.0005652011825165318,0.001168490531363901,0.0003562052940438011,0.0,0.0012260298378325778,0.0,0.002908625783499286,0.0,0.0018115963275436597,0.0,0.0,0.0,0.0014824666130738957,0.0006975687008357771,0.026102570740951656,0.0,0.0,0.00534112008560727,0.03252781892333975,0.0012178289693520923,0.00147570764675289,0.0012047340341977688,0.0009652242858483117,0.0,0.0
f3,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015650519873759124,0.002844684159424911,0.0,0.0,0.0,0.0
menu,0.0,0.0025139513962204566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018055888372519834,0.0,0.0,0.0,0.0,0.0
mega,0.0,0.0057578298914576775,0.0,0.0,0.0,0.0,0.0,0.0031606204180922724,0.0,0.0,0.0,0.0,0.04848995957609946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011144014566594626,0.0,0.0
whose,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0008971014507076882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002322335207073935,0.0,0.0,0.0,0.0,0.0,0.0
version,0.0,0.0008069233766704834,0.00083411213063772,0.00050854525352894,0.0,0.0,0.0,0.0008305142350346817,0.0,0.0,0.0,0.0,0.0,0.0021164799406410543,0.0,0.0,0.0023417134478376533,0.0,0.0007625381524311829,0.0025799522849625756,0.0011591089975918818,0.001053415168024233,0.0,0.0019292366854551162,0.0008422201464883903,0.0
call,0.0,0.0057578298914576775,0.0,0.0,0.0,0.0,0.0,0.0007901551045230681,0.0,0.0,0.012167222329058166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013110605372464268,0.0,0.0
redwood,0.0,0.005027902792440913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008586418486494522,0.0,0.0
greatli,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reduc,0.0,0.0021790479358574986,0.0,0.0013732958011016812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015650519873759124,0.0,0.0,0.0,0.0,0.0
incid,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highest,0.0,0.0021790479358574986,0.0022524695269573905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000744255338728267,0.0,0.0
juxtaposit,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seen,0.0,0.004116373677561046,0.0,0.0017295010951454825,0.0,0.0,0.0,0.0008473436350407234,0.0,0.0,0.0,0.0,0.0,0.0,0.0005644899407766504,0.0,0.0,0.0,0.0,0.0,0.0019709949771599435,0.0,0.023397617793382553,0.0009373001958979293,0.0,0.0
rare,0.0,0.002473126856608067,0.0015338743464450033,0.0024938118501262856,0.003412716417391694,0.0053646867924907315,0.001359626220688851,0.003665419358435076,0.0,0.0,0.0,0.00281379598652494,0.0,0.0019460298960241188,0.00020348811971516566,0.0,0.001435416195828601,0.0,0.0004674182551873112,0.0005271503647211736,0.0021315210399595282,0.0,0.0,0.001858336037223827,0.0010325229500978514,0.0
case,0.0,0.0012350081032424477,0.0,0.0,0.0,0.0026789695976900574,0.0,0.0012711142591484096,0.0,0.003958477465243517,0.0,0.0,0.0,0.0048589555451233404,0.0015242413228236532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004218178770120328,0.002578060657801367,0.0
occurr,0.0,0.005027902792440913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014301220194393192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much,0.0,0.0009001046428794896,0.0009304330784999779,0.0017018119330157336,0.0,0.0,0.0012371038211735708,0.00018528394158482666,0.0,0.0,0.0,0.0,0.0,0.0023608851549113945,0.0007406033412198099,0.0,0.0,0.0,0.0,0.0009592926653020865,0.0006464798396601017,0.0011750606204156257,0.0,0.0018445882025450856,0.0,0.0
templat,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph,0.0,0.0059719426250559645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notch,0.0,0.0024700162064848954,0.0,0.0007783359946333549,0.0,0.0,0.0,0.0002542228518296819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011670758643402227,0.0013162183135052886,0.002661050068608518,0.0016122674174548063,0.0,0.0,0.006445151644503418,0.0
prior,0.0,0.008716191743429995,0.0,0.0,0.0,0.0,0.0,0.0013456521760615322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001488510677456534,0.0,0.0
beta,0.0,0.0027442491183740305,0.0,0.0017295010951454825,0.0,0.0,0.0,0.0005648957566938156,0.0,0.0,0.004349280429304967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001791268991400678,0.002924702224172819,0.0,0.0014321445885074678,0.0
new,0.0,0.001112353253815409,0.0011498332671810306,0.0007010355429401588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118583814773432,0.0,0.0,0.0,0.0,0.001185498070753643,0.0015978452257983885,0.004356435159699558,0.0,0.0007598500556878221,0.004644041045090821,0.0
ad,0.0,0.003004195338381065,0.001035139910015778,0.0,0.0034546235551128975,0.0,0.0,0.000618404935458743,0.0,0.0,0.006348348820834772,0.0,0.0,0.0,0.0,0.009249475970140985,0.0,0.0,0.0,0.0010672472273239597,0.0,0.0013072967556582243,0.0,0.0013681133442912312,0.0010452020233573652,0.0
notic,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857713247178002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002274364734995858,0.0
chicken,0.0,0.0021790479358574986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010955363911631386,0.005689368318849822,0.0,0.0,0.0,0.0
scratch,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handwrit,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,0.0,0.0009001046428794896,0.0009304330784999779,0.001134541288677156,0.0,0.0,0.0012371038211735708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037030167060990497,0.0,0.0,0.0,0.0008505939364504749,0.0009592926653020865,0.0012929596793202034,0.0011750606204156257,0.0,0.0003074313670908476,0.001878954770919761,0.0
quick,0.0,0.0021790479358574986,0.0,0.0013732958011016812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015650519873759124,0.0,0.0,0.0,0.0,0.0
tri,0.0,0.0012350081032424477,0.0,0.0007783359946333549,0.0,0.0,0.0016973951370964201,0.0,0.0,0.0,0.0,0.0,0.0,0.0016196518483744466,0.002032321763764871,0.0,0.0,0.0,0.0,0.0013162183135052886,0.0,0.0,0.0,0.0004218178770120328,0.002578060657801367,0.0
get,0.0,0.0008069233766704834,0.00083411213063772,0.0035598167747025802,0.0,0.0,0.014417461355646862,0.0013288227760554906,0.0023028145533553,0.002586370076716214,0.0025577386736529346,0.0,0.0,0.0,0.00033196704049805805,0.0,0.0,0.0,0.0,0.0,0.0005795544987959409,0.003160245504072699,0.0,0.0002756052407793023,0.0,0.0
updat,0.0,0.001112353253815409,0.0,0.0007010355429401588,0.0,0.0,0.0,0.0016028229367821842,0.0,0.0,0.003525872490876149,0.0,0.0,0.0,0.001372861271591144,0.0,0.0032280792061737716,0.0,0.0,0.001185498070753643,0.0007989226128991943,0.0,0.0,0.0007598500556878221,0.0,0.0
old,0.0,0.0019192766304858924,0.0,0.0,0.0,0.0,0.0,0.0007901551045230681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002505560221257419,0.0,0.0019665908058696404,0.0,0.0
linear,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0017070280195499732,0.0,0.001075815897867518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001404537422215926,0.0,0.0,0.0,0.0016131320888816577,0.0,0.0,0.0,0.0,0.0005830366078701499,0.0,0.0
.png,0.0,0.008957913937583946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jen,0.0,0.0059719426250559645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bergensten,0.0,0.0059719426250559645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tweet,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unoffici,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dub,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
releas,0.0,0.0012350081032424477,0.0,0.0,0.0,0.0,0.0,0.0002542228518296819,0.0,0.0,0.0,0.0,0.0,0.0016196518483744466,0.0010161608818824355,0.0,0.003584026894206968,0.0,0.0,0.0013162183135052886,0.003548066758144691,0.0,0.0,0.0,0.005156121315602734,0.0
first,0.0,0.001280666675015767,0.0,0.0004035556397059956,0.0,0.002778011802622586,0.0,0.0005272430739700666,0.0,0.0,0.0,0.003642690972975311,0.0,0.0016795307997535022,0.0021074572295757543,0.0,0.0018582646517542973,0.0009616194701385874,0.0006051114817593751,0.00204731887190796,0.0004599049639793244,0.0,0.0,0.0008748251879431761,0.0006683430582251177,0.0
pictur,0.0,0.0013721245591870152,0.0,0.0,0.0,0.0,0.0,0.0008473436350407234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003981942555208264,0.0,0.0,0.0,0.0009854974885799717,0.0,0.002924702224172819,0.0,0.0028642891770149356,0.01683792851916637
provid,0.0,0.002224706507630818,0.0,0.0014020710858803176,0.0,0.0,0.0,0.000915898821018391,0.0,0.0,0.007051744981752298,0.0,0.0,0.0,0.0004576204238637147,0.0,0.0,0.0,0.00105116770630081,0.0,0.0007989226128991943,0.0014521450532331858,0.0,0.0011397750835317334,0.0,0.0
stone,0.0,0.001280666675015767,0.0006619089493613381,0.0008071112794119912,0.006627064300232193,0.0041670177039338785,0.0035202965562833406,0.006458727656133315,0.0,0.0,0.0,0.010928072918925934,0.04853350031640635,0.0,0.0,0.011828953482134882,0.0,0.0,0.012102229635187502,0.0027297584958772803,0.0009198099279586488,0.0,0.0,0.0,0.0006683430582251177,0.0
beach,0.0,0.004358095871714997,0.0,0.0013732958011016812,0.0,0.0,0.0,0.009419565232430727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cliff,0.0,0.0030551487519584835,0.0031580899854781437,0.0009627192875760592,0.0,0.0,0.0,0.0028300209682951155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019942042385504084,0.0,0.0010434881820804522,0.0,0.0
sunset,0.0,0.0029859713125279823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plateau,0.0,0.011943885250111929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
note,0.0,0.004005593784508086,0.0,0.0006311087785936256,0.0,0.0,0.0,0.0008245399139449908,0.0028578115123691415,0.0,0.0,0.0,0.0,0.00262656874877286,0.002883816502184761,0.0,0.00581217071096697,0.0,0.0,0.0032017416819718793,0.00143846365421925,0.0,0.0,0.0,0.0010452020233573652,0.0
f,0.0,0.010055805584881826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032818909564640915,0.0,0.0,0.0,0.0
background,0.0,0.0025139513962204566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002623917678436661,0.0
view,0.0,0.0008069233766704834,0.00333644852255088,0.0,0.0027837236167066073,0.0,0.0,0.00016610284700693633,0.0,0.0,0.0,0.00918075735840987,0.0,0.0010582399703205272,0.00033196704049805805,0.0,0.0023417134478376533,0.0,0.003812690762155915,0.0,0.0017386634963878227,0.0,0.0017199681899750503,0.0005512104815586046,0.0,0.0
flower,0.0,0.0021790479358574986,0.0022524695269573905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000744255338728267,0.0,0.0
mushroom,0.0,0.0027003139286384693,0.00465216539249989,0.000567270644338578,0.0,0.0,0.0,0.0038909627732813604,0.08219958944674888,0.10386132827016918,0.10841777030580185,0.0,0.0,0.0011804425774556973,0.0,0.0,0.0,0.0,0.0008505939364504749,0.0,0.0012929596793202034,0.0,0.0,0.0006148627341816952,0.0,0.0
