,mobs/Bat.txt,mobs/bats.txt,mobs/Blaze.txt,mobs/blazes.txt,mobs/Cat.txt,mobs/cave-spiders.txt,mobs/Cave-Spider_Jockey.txt,mobs/Cave_Spider.txt,mobs/Charged_Creeper.txt,mobs/Chicken.txt,mobs/chickens.txt,mobs/Chicken_Jockey.txt,mobs/Clownfish.txt,mobs/Cow.txt,mobs/cows.txt,mobs/Creeper.txt,mobs/creepers.txt,mobs/Donkey.txt,mobs/Drops.txt,mobs/Elder_Guardian.txt,mobs/ender-dragon.txt,mobs/Enderman.txt,mobs/endermen.txt,mobs/Endermite.txt,mobs/Ender_Dragon.txt,mobs/Ghast.txt,mobs/ghasts.txt,mobs/Giant.txt,mobs/Guardian.txt,mobs/Horse.txt,mobs/iron-golems.txt,mobs/Iron_Golem.txt,mobs/magma-cubes.txt,mobs/Magma_Cube.txt,mobs/Mob.txt,mobs/mobs.txt,mobs/Mooshroom.txt,mobs/mooshrooms.txt,mobs/Mule.txt,mobs/Ocelot.txt,mobs/ocelots.txt,mobs/Pig.txt,mobs/Pigman_Jockey.txt,mobs/Pigmen.txt,mobs/pigs.txt,mobs/Pufferfish.txt,mobs/Rabbit.txt,mobs/rabbits.txt,mobs/Sheep.txt,mobs/Silverfish.txt,mobs/Skeleton.txt,mobs/skeletons.txt,mobs/Slime.txt,mobs/slimes.txt,mobs/snow-golems.txt,mobs/Snow_Golem.txt,mobs/spider-jockeys.txt,mobs/Spider.txt,mobs/spiders.txt,mobs/Spider_Jockey.txt,mobs/Squid.txt,mobs/Villager.txt,mobs/villagers.txt,mobs/Witch.txt,mobs/Wither.txt,mobs/Wither_Skeleton.txt,mobs/Wither_Skeleton_Jockey.txt,mobs/Wolf.txt,mobs/wolves.txt,mobs/zombie-pigmen.txt,mobs/Zombie.txt,mobs/zombies.txt,mobs/Zombie_Pigman.txt
sure,0.0,0.0,0.0,0.01102562353793517,0.005869081917302225,0.0,0.0,0.0,0.0,0.0053256484064409075,0.0,0.0,0.0,0.0,0.0,0.0011786271063434796,0.0029904854136687245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006573371747378492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005495255043588708,0.0012194417552557272,0.0,0.0016278397015913719,0.0,0.0,0.0,0.0,0.0,0.007437543464167475,0.0,0.00819719754720596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007737713379761678,0.0,0.0,0.0
outsid,0.0,0.0,0.0,0.005276045084770391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028620487201614082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002114471333589158,0.0009159190857088922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011795729368093803,0.0,0.0022107123313696553,0.0046649777161952895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008095108389868298,0.0,0.0,0.0,0.0,0.0,0.002446521646715752,0.0,0.0,0.0,0.006288061348055716,0.0,0.0,0.0,0.0,0.0,0.0015053802292918255,0.0,0.0,0.0024131545711638565,0.004638769976216664,0.0
quick,0.0,0.0,0.0,0.008565563989502527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007573507143260709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006011259032991684,0.0013059043003966347,0.0,0.0
diamond,0.0,0.0,0.0,0.00447312358866526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019126880918746262,0.004852990236576174,0.0,0.0,0.0,0.00740787133995887,0.003221060620979049,0.0,0.0,0.0,0.001806564752583518,0.005333667364770386,0.0,0.0035853717880978907,0.0,0.0,0.0,0.006222611925565451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019803220413751434,0.009245862059212816,0.0034315874589515355,0.0,0.0,0.0,0.0,0.0,0.0,0.0033256239507178775,0.0,0.0,0.0006663910915051054,0.005761677708856899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006819715943751712,0.0,0.004233069337119354
cat,0.0,0.0,0.0,0.0,0.1779961618887901,0.0,0.0,0.0,0.0,0.0,0.014048556132967596,0.0,0.0,0.0,0.0,0.004289415704533139,0.018138950292999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054018964227410884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14010942863535286,0.10643567104129688,0.0,0.0,0.0,0.0,0.010625557684325744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wild,0.0,0.0,0.0,0.0,0.007119846475551605,0.0,0.0,0.0,0.0,0.006460601431519049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094289858730278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023219466043396253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059130928356276044,0.0,0.0,0.0,0.0,0.0,0.002887220501809892,0.0,0.0014793179249555984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024805882615823366,0.0,0.0,0.0,0.0,0.0
form,0.0,0.0,0.0,0.0,0.0061413360250353426,0.00578702817743715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008133120681803562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006813406759850532,0.0,0.0,0.0,0.0,0.0,0.0,0.01037674018023213,0.0,0.0,0.0,0.005750168125351563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033875286892315025,0.0,0.002674893024237616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003540299590902727,0.0,0.0,0.0,0.0,0.003517881717214595,0.0,0.001364741338896743
jungl,0.0,0.0,0.0,0.0,0.012282672050070685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003129207610676587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010014158576596734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048341440197065344,0.03570302129808683,0.00276501193163919,0.0,0.0,0.0,0.0,0.0024904176432557113,0.005750168125351563,0.0012760090398306648,0.0,0.0,0.0,0.0,0.0,0.016874325152900847,0.006775057378463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw,0.0,0.0,0.0,0.0,0.013211501710146938,0.0,0.0,0.0,0.0,0.011988214514762964,0.008689444077814766,0.004480024801364706,0.0,0.008371080824963793,0.009734790733792482,0.0,0.0,0.0,0.0043740782689,0.0099850424236072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011604468851678363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048857628965826416,0.009248051197102857,0.0,0.0017332358334597056,0.014629685509541244,0.00396547371391853,0.0,0.0,0.0,0.0,0.0017858305759922758,0.012370004785933758,0.0018300030637376679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006162432972843409,0.0,0.0,0.0,0.0,0.0,0.0023604870876835007,0.0,0.0,0.0,0.0,0.0
chang,0.0,0.0,0.0,0.0,0.009074102647818732,0.0,0.0,0.0,0.0,0.0,0.00596820174151836,0.0,0.0,0.001916513059237577,0.0,0.0,0.0,0.0,0.0,0.0011430103592368068,0.0,0.0006819494321213465,0.0,0.007171468221663191,0.0,0.0011474349154661106,0.0,0.0,0.0011386197944766143,0.0004932124567311346,0.0,0.0,0.0,0.0014366107584591855,0.0,0.0012098803530424976,0.0,0.006351871853473112,0.0,0.0011904445240779593,0.0025120397160628125,0.0,0.0,0.005110701491300205,0.0,0.0,0.001226568357912049,0.0028320447754338718,0.0012569075045741848,0.0025155928132566782,0.0,0.0,0.005170128252826952,0.0,0.00415543018451512,0.0,0.0,0.0026348505466258837,0.0021122614239578045,0.0,0.0,0.0021162828640795706,0.0036595146480915054,0.0,0.0,0.0017436510970318347,0.0,0.0032425234621193642,0.003866356780374938,0.0,0.0,0.0,0.001344311503380553
mere,0.0,0.0,0.0,0.0,0.010856622967620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001770297921508753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
red,0.0,0.0,0.0,0.0,0.004762203004259273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00603486070367339,0.010526975062046815,0.0009563440459373131,0.0,0.0,0.0,0.0,0.0,0.003221060620979049,0.0,0.005645514851823494,0.0,0.005419694257750554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004523708184982962,0.0,0.0,0.026416748740608044,0.030001878926833425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019311554251754846,0.004458877972140849,0.0019789225204978464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004148407950376967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002552575539201871,0.01826201325981165,0.0,0.0,0.0,0.0010582673342798385
collar,0.0,0.0,0.0,0.0,0.009878112517103743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018531591212579312,0.02525360939155218,0.0,0.0,0.0,0.0
stripe,0.0,0.0,0.0,0.0,0.012235755988396074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orang,0.0,0.0,0.0,0.0,0.007974657456098905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017979672485376366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037876402133975415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003590427706114974,0.0,0.0,0.0,0.0,0.0,0.0,0.001656925294765426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042744745525853745,0.0,0.0,0.0,0.0,0.0
tabbi,0.0,0.0,0.0,0.0,0.010856622967620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004272887754324339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
green,0.0,0.0,0.0,0.0,0.02028443212402393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004073513008513004,0.0,0.0,0.0,0.0,0.0,0.004573330555569814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030442179910480024,0.0,0.0,0.0,0.0,0.0,0.0,0.002809716393151018,0.0,0.0,0.0,0.0,0.0060421712709858525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006623093972908338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019365556241152904,0.0,0.0015025505277054766
common,0.0,0.0,0.0,0.0,0.004762203004259273,0.0,0.0,0.0,0.0,0.0,0.009396561632565277,0.0,0.01428660901277782,0.00603486070367339,0.0,0.0009563440459373131,0.002426495118288087,0.0,0.023650129784665987,0.0017995985645915505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017926858940489454,0.0007765322702452726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019789225204978464,0.0,0.0013208374370304024,0.0034315874589515355,0.0,0.0,0.0,0.0,0.0,0.004148407950376967,0.0,0.0,0.0,0.0013327821830102107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031392100521350367,0.0020459147831255135,0.0,0.0
tuxedo,0.0,0.0,0.0,0.0,0.02171324593524001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017091551017297354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shown,0.0,0.0,0.0,0.0,0.008498979496327674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017067622759018687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003826493065727927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008441553959190325,0.0,0.0,0.0,0.0,0.0,0.001217096917642638,0.0,0.0
siames,0.0,0.0,0.0,0.0,0.02171324593524001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004272887754324339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blue,0.0,0.0,0.0,0.0,0.007119846475551605,0.0,0.0,0.009180854665842859,0.02180452983137679,0.0,0.0,0.0,0.0,0.0,0.0,0.004289415704533139,0.0,0.0,0.0,0.0,0.0,0.003210482919957319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007396589624777993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028286957619083404,0.0,0.0,0.0,0.0,0.0,0.0010195980827141606,0.0,0.0
white,0.0,0.0,0.0,0.0,0.005382344353898574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054849540382883215,0.0,0.0,0.0,0.0,0.00849452812908226,0.0,0.0,0.0,0.0,0.003014112838183202,0.0,0.0,0.003510613954622698,0.0,0.0,0.0,0.0,0.0,0.0021529377415594295,0.011942711245631553,0.011302923143187007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015278434041825195,0.020158079491034153,0.02124789792288158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002344309985253601,0.0,0.0,0.0,0.003012678229502486,0.0,0.0,0.0,0.0,0.0,0.0014424879125307026,0.0,0.0,0.0,0.0,0.0
grey,0.0,0.0,0.0,0.0,0.009878112517103743,0.009308221410347758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008209653936476326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bit,0.0,0.0,0.0,0.0,0.013522954749349288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008954388955650205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011025370760700752,0.0,0.0,0.008834997102908202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001404858196575509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004721791800841676,0.0,0.004056886424804787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044571173725433755,0.0009682778120576452,0.0,0.0
smaller,0.0,0.0,0.0,0.0,0.004403833903382313,0.008299533125605128,0.0,0.008517941892068422,0.0,0.003996071504920987,0.0,0.0,0.0,0.0,0.009734790733792482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024661469858940953,0.0,0.0,0.0007180960441455353,0.0,0.0,0.017263028901258668,0.004183286486573183,0.0,0.001761533561352925,0.0,0.0,0.005885123489065455,0.0,0.0,0.001982736856959265,0.0,0.0,0.0,0.0,0.0017858305759922758,0.0,0.0009150015318688339,0.0,0.0,0.006346701801933334,0.002509161177508527,0.003935340934937386,0.0,0.0,0.0,0.0019181143223620742,0.0,0.0,0.0,0.0012324865945686817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creeper,0.0,0.0,0.0,0.0,0.011351077661229034,0.0,0.0,0.0,0.16222581824173163,0.0,0.0,0.003849154362631299,0.0,0.0,0.0,0.10409806603801983,0.08868398283677727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008717912310348318,0.0014353620784521876,0.0,0.0,0.0,0.0,0.005056389140002024,0.005206266509206453,0.0,0.0,0.010428802601254176,0.0015134770214972045,0.0,0.0,0.0,0.002978328275235463,0.01885433238644823,0.005110592392651357,0.0,0.006393135694255433,0.0,0.0,0.0,0.0,0.0,0.003146833411033792,0.0062966355328327095,0.005452968680394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005637190595272528,0.0,0.0,0.0,0.0,0.0018790635317575092,0.002181187472157736,0.0,0.003042130202735949,0.0,0.0,0.0016255318228939775,0.0,0.0
along,0.0,0.0,0.0,0.0,0.004762203004259273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028690321378119395,0.0,0.00630670127591093,0.0023650129784665986,0.0017995985645915505,0.00740787133995887,0.001073686873659683,0.0,0.0,0.0,0.003613129505167036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004375274010163208,0.0,0.0,0.0,0.0,0.0,0.003955049952689905,0.0,0.0,0.0,0.0,0.0,0.0,0.004458877972140849,0.0029683837807467695,0.0019803220413751434,0.0,0.0,0.0,0.0,0.006542465809589843,0.0,0.0,0.0,0.0,0.0,0.0028573218025555644,0.0,0.0,0.0,0.0,0.0,0.0,0.0012762877696009356,0.0,0.0,0.0013639431887503425,0.0,0.0
dog,0.0,0.0,0.0,0.0,0.02028443212402393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011025370760700752,0.0,0.0,0.0,0.0,0.00621210733798233,0.0,0.0,0.0,0.0,0.0026611437056952413,0.00561546426032301,0.0,0.0,0.0,0.0,0.0,0.005483791305253367,0.0,0.0,0.0,0.00375070631727235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036242011816852242,0.12100104727896016,0.0,0.0,0.0,0.0
compens,0.0,0.0,0.0,0.0,0.012235755988396074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
land,0.0,0.0,0.0,0.0,0.004956619377864541,0.0,0.0,0.0,0.0,0.0,0.009780175148269631,0.0,0.0,0.0,0.0,0.003981546713366598,0.0,0.0,0.0,0.005619200888530238,0.007710296810011508,0.0,0.0,0.0,0.0011420423958402625,0.0,0.002775706851604143,0.0,0.0037317441666893086,0.0032329364328168055,0.0,0.0,0.0,0.00941677607167803,0.0,0.0,0.0,0.0,0.0,0.0019507979880752006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010298558990050706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004317766213606444,0.0,0.0,0.029739716267187244,0.0,0.0,0.0,0.0,0.0,0.0,0.0013283920666291476,0.006335852596052935,0.0,0.0,0.0,0.0
reluct,0.0,0.0,0.0,0.0,0.012235755988396074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sit,0.0,0.0,0.0,0.0,0.04506105162738144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032800072241768122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002966401517790001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043070402760308366,0.03742358524985917,0.002898260594716724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02760348832598025,0.04114269931195697,0.0,0.0009218529801997179,0.0,0.0028610191509448536
breed,0.0,0.0,0.0,0.0,0.012238948855000768,0.0,0.0,0.0,0.0,0.0037019042833027014,0.0,0.0,0.0,0.01033980161887996,0.009018172840526882,0.0,0.0,0.005402779224279618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005987106428236649,0.0,0.0,0.0,0.0,0.0,0.0,0.004526101840717265,0.0,0.021807581596183186,0.01605645231312015,0.0033881835813278963,0.001836779460627987,0.0,0.0,0.011368881400853795,0.0060884111055333765,0.006617473036083173,0.011459397972516643,0.005933511600374931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002447789771000154,0.0028543954968826162,0.004935872377736936,0.0,0.0,0.0,0.0,0.006560165840237423,0.0,0.0,0.0005842264918607283,0.0,0.0
speci,0.0,0.0,0.0,0.0,0.010856622967620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068789809320695715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
togeth,0.0,0.0,0.0,0.0,0.007119846475551605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639543298584569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992054437825674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009022564068155913,0.0,0.0,0.0035358697023854255,0.004271907885330963,0.0009963040760648128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004693351712583345,0.0,0.0,0.0
feed,0.0,0.0,0.0,0.0,0.017607245751906673,0.0,0.0,0.0,0.0,0.0053256484064409075,0.0,0.0,0.0,0.0,0.012973760027720707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003828086708123914,0.0,0.0,0.0,0.0,0.0,0.0,0.0065113588063654875,0.012325072026334672,0.007843227653122065,0.002309919790745454,0.014622966810905543,0.0,0.0,0.0,0.0,0.0,0.004760027817067184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008212803825258706,0.0,0.0,0.0,0.0,0.0,0.011010547480226052,0.0,0.0,0.0,0.0,0.0
